commodity,commodity_type,price,market,state,district,date
Brown Rice,Cereals,82.75,Wholesale Market,National Average,All,2025-05-27
Brown Rice,Cereals,91.4,Government Market,National Average,All,2025-05-27
Brown Rice,Cereals,95.7,Local Market,National Average,All,2025-05-26
Brown Rice,Cereals,78.53,Wholesale Market,National Average,All,2025-05-26
Brown Rice,Cereals,86.09,Government Market,National Average,All,2025-05-26
Brown Rice,Cereals,97.98,Local Market,National Average,All,2025-05-25
Brown Rice,Cereals,79.7,Wholesale Market,National Average,All,2025-05-25
Brown Rice,Cereals,89.72,Government Market,National Average,All,2025-05-25
Brown Rice,Cereals,93.82,Local Market,National Average,All,2025-05-24
Brown Rice,Cereals,75.83,Wholesale Market,National Average,All,2025-05-24
Brown Rice,Cereals,85.55,Government Market,National Average,All,2025-05-24
Brown Rice,Cereals,91.09,Local Market,National Average,All,2025-05-23
Brown Rice,Cereals,73.55,Wholesale Market,National Average,All,2025-05-23
Brown Rice,Cereals,83.07,Government Market,National Average,All,2025-05-23
Brown Rice,Cereals,95.33,Local Market,National Average,All,2025-05-22
Brown Rice,Cereals,77.03,Wholesale Market,National Average,All,2025-05-22
Brown Rice,Cereals,84.17,Government Market,National Average,All,2025-05-22
Brown Rice,Cereals,95.98,Local Market,National Average,All,2025-05-21
Brown Rice,Cereals,76.65,Wholesale Market,National Average,All,2025-05-21
Brown Rice,Cereals,85.77,Government Market,National Average,All,2025-05-21
Brown Rice,Cereals,95.35,Local Market,National Average,All,2025-05-20
Brown Rice,Cereals,78.46,Wholesale Market,National Average,All,2025-05-20
Brown Rice,Cereals,86.73,Government Market,National Average,All,2025-05-20
Brown Rice,Cereals,96.51,Local Market,National Average,All,2025-05-19
Brown Rice,Cereals,79.47,Wholesale Market,National Average,All,2025-05-19
Brown Rice,Cereals,88.65,Government Market,National Average,All,2025-05-19
Brown Rice,Cereals,94.93,Local Market,National Average,All,2025-05-18
Brown Rice,Cereals,78.18,Wholesale Market,National Average,All,2025-05-18
Brown Rice,Cereals,88.32,Government Market,National Average,All,2025-05-18
Brown Rice,Cereals,98.93,Local Market,National Average,All,2025-05-17
Brown Rice,Cereals,81.8,Wholesale Market,National Average,All,2025-05-17
Brown Rice,Cereals,91.19,Government Market,National Average,All,2025-05-17
Brown Rice,Cereals,99.71,Local Market,National Average,All,2025-05-16
Brown Rice,Cereals,81.21,Wholesale Market,National Average,All,2025-05-16
Brown Rice,Cereals,90.95,Government Market,National Average,All,2025-05-16
Brown Rice,Cereals,104.26,Local Market,National Average,All,2025-05-15
Brown Rice,Cereals,85.28,Wholesale Market,National Average,All,2025-05-15
Brown Rice,Cereals,93.86,Government Market,National Average,All,2025-05-15
Brown Rice,Cereals,106.02,Local Market,National Average,All,2025-05-14
Brown Rice,Cereals,88.76,Wholesale Market,National Average,All,2025-05-14
Brown Rice,Cereals,96.41,Government Market,National Average,All,2025-05-14
Brown Rice,Cereals,105.09,Local Market,National Average,All,2025-05-13
Brown Rice,Cereals,84.96,Wholesale Market,National Average,All,2025-05-13
Brown Rice,Cereals,95.34,Government Market,National Average,All,2025-05-13
Brown Rice,Cereals,112.1,Local Market,National Average,All,2025-05-12
Brown Rice,Cereals,90.79,Wholesale Market,National Average,All,2025-05-12
Brown Rice,Cereals,98.19,Government Market,National Average,All,2025-05-12
Brown Rice,Cereals,112.59,Local Market,National Average,All,2025-05-11
Brown Rice,Cereals,90.49,Wholesale Market,National Average,All,2025-05-11
Brown Rice,Cereals,100.79,Government Market,National Average,All,2025-05-11
Brown Rice,Cereals,115.11,Local Market,National Average,All,2025-05-10
Brown Rice,Cereals,94.14,Wholesale Market,National Average,All,2025-05-10
Brown Rice,Cereals,103.75,Government Market,National Average,All,2025-05-10
Brown Rice,Cereals,115.78,Local Market,National Average,All,2025-05-09
Brown Rice,Cereals,92.39,Wholesale Market,National Average,All,2025-05-09
Brown Rice,Cereals,106.18,Government Market,National Average,All,2025-05-09
Brown Rice,Cereals,116.86,Local Market,National Average,All,2025-05-08
Brown Rice,Cereals,96.64,Wholesale Market,National Average,All,2025-05-08
Brown Rice,Cereals,105.43,Government Market,National Average,All,2025-05-08
Brown Rice,Cereals,116.08,Local Market,National Average,All,2025-05-07
Brown Rice,Cereals,94.04,Wholesale Market,National Average,All,2025-05-07
Brown Rice,Cereals,106.69,Government Market,National Average,All,2025-05-07
Brown Rice,Cereals,115.09,Local Market,National Average,All,2025-05-06
Brown Rice,Cereals,94.15,Wholesale Market,National Average,All,2025-05-06
Brown Rice,Cereals,103.39,Government Market,National Average,All,2025-05-06
Brown Rice,Cereals,117.39,Local Market,National Average,All,2025-05-05
Brown Rice,Cereals,97.54,Wholesale Market,National Average,All,2025-05-05
Brown Rice,Cereals,104.37,Government Market,National Average,All,2025-05-05
Brown Rice,Cereals,116.89,Local Market,National Average,All,2025-05-04
Brown Rice,Cereals,95.14,Wholesale Market,National Average,All,2025-05-04
Brown Rice,Cereals,102.79,Government Market,National Average,All,2025-05-04
Brown Rice,Cereals,117.28,Local Market,National Average,All,2025-05-03
Brown Rice,Cereals,94.05,Wholesale Market,National Average,All,2025-05-03
Brown Rice,Cereals,105.48,Government Market,National Average,All,2025-05-03
Brown Rice,Cereals,110.95,Local Market,National Average,All,2025-05-02
Brown Rice,Cereals,89.72,Wholesale Market,National Average,All,2025-05-02
Brown Rice,Cereals,101.69,Government Market,National Average,All,2025-05-02
Brown Rice,Cereals,118.15,Local Market,National Average,All,2025-05-01
Brown Rice,Cereals,94.55,Wholesale Market,National Average,All,2025-05-01
Brown Rice,Cereals,104.67,Government Market,National Average,All,2025-05-01
Brown Rice,Cereals,107.93,Local Market,National Average,All,2025-04-30
Brown Rice,Cereals,88.19,Wholesale Market,National Average,All,2025-04-30
Brown Rice,Cereals,98.88,Government Market,National Average,All,2025-04-30
Brown Rice,Cereals,109.9,Local Market,National Average,All,2025-04-29
Brown Rice,Cereals,89.98,Wholesale Market,National Average,All,2025-04-29
Brown Rice,Cereals,102.15,Government Market,National Average,All,2025-04-29
Brown Rice,Cereals,110.91,Local Market,National Average,All,2025-04-28
Brown Rice,Cereals,90.31,Wholesale Market,National Average,All,2025-04-28
Brown Rice,Cereals,99.24,Government Market,National Average,All,2025-04-28
Brown Rice,Cereals,112.39,Local Market,National Average,All,2025-04-27
Brown Rice,Cereals,91.0,Wholesale Market,National Average,All,2025-04-27
Brown Rice,Cereals,100.94,Government Market,National Average,All,2025-04-27
Brown Rice,Cereals,108.09,Local Market,National Average,All,2025-04-26
Brown Rice,Cereals,88.87,Wholesale Market,National Average,All,2025-04-26
Brown Rice,Cereals,98.19,Government Market,National Average,All,2025-04-26
Brown Rice,Cereals,104.47,Local Market,National Average,All,2025-04-25
Brown Rice,Cereals,85.02,Wholesale Market,National Average,All,2025-04-25
Brown Rice,Cereals,94.68,Government Market,National Average,All,2025-04-25
Brown Rice,Cereals,99.88,Local Market,National Average,All,2025-04-24
Brown Rice,Cereals,81.17,Wholesale Market,National Average,All,2025-04-24
Brown Rice,Cereals,91.54,Government Market,National Average,All,2025-04-24
Brown Rice,Cereals,104.96,Local Market,National Average,All,2025-04-23
Brown Rice,Cereals,86.5,Wholesale Market,National Average,All,2025-04-23
Brown Rice,Cereals,95.33,Government Market,National Average,All,2025-04-23
Brown Rice,Cereals,104.13,Local Market,National Average,All,2025-04-22
Brown Rice,Cereals,85.8,Wholesale Market,National Average,All,2025-04-22
Brown Rice,Cereals,95.35,Government Market,National Average,All,2025-04-22
Brown Rice,Cereals,105.36,Local Market,National Average,All,2025-04-21
Brown Rice,Cereals,85.98,Wholesale Market,National Average,All,2025-04-21
Brown Rice,Cereals,97.44,Government Market,National Average,All,2025-04-21
Brown Rice,Cereals,104.34,Local Market,National Average,All,2025-04-20
Brown Rice,Cereals,86.58,Wholesale Market,National Average,All,2025-04-20
Brown Rice,Cereals,96.51,Government Market,National Average,All,2025-04-20
Brown Rice,Cereals,102.48,Local Market,National Average,All,2025-04-19
Brown Rice,Cereals,84.8,Wholesale Market,National Average,All,2025-04-19
Brown Rice,Cereals,93.73,Government Market,National Average,All,2025-04-19
Brown Rice,Cereals,107.03,Local Market,National Average,All,2025-04-18
Brown Rice,Cereals,88.16,Wholesale Market,National Average,All,2025-04-18
Brown Rice,Cereals,97.42,Government Market,National Average,All,2025-04-18
Brown Rice,Cereals,106.8,Local Market,National Average,All,2025-04-17
Brown Rice,Cereals,89.35,Wholesale Market,National Average,All,2025-04-17
Brown Rice,Cereals,99.4,Government Market,National Average,All,2025-04-17
Brown Rice,Cereals,109.6,Local Market,National Average,All,2025-04-16
Brown Rice,Cereals,90.84,Wholesale Market,National Average,All,2025-04-16
Brown Rice,Cereals,100.66,Government Market,National Average,All,2025-04-16
Brown Rice,Cereals,112.22,Local Market,National Average,All,2025-04-15
Brown Rice,Cereals,91.81,Wholesale Market,National Average,All,2025-04-15
Brown Rice,Cereals,104.52,Government Market,National Average,All,2025-04-15
Brown Rice,Cereals,110.15,Local Market,National Average,All,2025-04-14
Brown Rice,Cereals,89.67,Wholesale Market,National Average,All,2025-04-14
Brown Rice,Cereals,98.13,Government Market,National Average,All,2025-04-14
Wheat Flour,Cereals,43.63,Local Market,National Average,All,2025-06-12
Wheat Flour,Cereals,35.52,Wholesale Market,National Average,All,2025-06-12
Wheat Flour,Cereals,38.86,Government Market,National Average,All,2025-06-12
Wheat Flour,Cereals,43.28,Local Market,National Average,All,2025-06-11
Wheat Flour,Cereals,35.66,Wholesale Market,National Average,All,2025-06-11
Wheat Flour,Cereals,40.0,Government Market,National Average,All,2025-06-11
Wheat Flour,Cereals,46.96,Local Market,National Average,All,2025-06-10
Wheat Flour,Cereals,38.9,Wholesale Market,National Average,All,2025-06-10
Wheat Flour,Cereals,42.06,Government Market,National Average,All,2025-06-10
Wheat Flour,Cereals,48.23,Local Market,National Average,All,2025-06-09
Wheat Flour,Cereals,38.27,Wholesale Market,National Average,All,2025-06-09
Wheat Flour,Cereals,43.55,Government Market,National Average,All,2025-06-09
Wheat Flour,Cereals,45.91,Local Market,National Average,All,2025-06-08
Wheat Flour,Cereals,37.66,Wholesale Market,National Average,All,2025-06-08
Wheat Flour,Cereals,42.18,Government Market,National Average,All,2025-06-08
Wheat Flour,Cereals,49.62,Local Market,National Average,All,2025-06-07
Wheat Flour,Cereals,40.26,Wholesale Market,National Average,All,2025-06-07
Wheat Flour,Cereals,44.64,Government Market,National Average,All,2025-06-07
Wheat Flour,Cereals,48.26,Local Market,National Average,All,2025-06-06
Wheat Flour,Cereals,38.97,Wholesale Market,National Average,All,2025-06-06
Wheat Flour,Cereals,43.07,Government Market,National Average,All,2025-06-06
Wheat Flour,Cereals,49.61,Local Market,National Average,All,2025-06-05
Wheat Flour,Cereals,40.52,Wholesale Market,National Average,All,2025-06-05
Wheat Flour,Cereals,45.01,Government Market,National Average,All,2025-06-05
Wheat Flour,Cereals,48.35,Local Market,National Average,All,2025-06-04
Wheat Flour,Cereals,39.99,Wholesale Market,National Average,All,2025-06-04
Wheat Flour,Cereals,44.03,Government Market,National Average,All,2025-06-04
Wheat Flour,Cereals,47.77,Local Market,National Average,All,2025-06-03
Wheat Flour,Cereals,39.04,Wholesale Market,National Average,All,2025-06-03
Wheat Flour,Cereals,43.22,Government Market,National Average,All,2025-06-03
Wheat Flour,Cereals,49.39,Local Market,National Average,All,2025-06-02
Wheat Flour,Cereals,40.14,Wholesale Market,National Average,All,2025-06-02
Wheat Flour,Cereals,44.46,Government Market,National Average,All,2025-06-02
Wheat Flour,Cereals,48.68,Local Market,National Average,All,2025-06-01
Wheat Flour,Cereals,39.98,Wholesale Market,National Average,All,2025-06-01
Wheat Flour,Cereals,44.41,Government Market,National Average,All,2025-06-01
Wheat Flour,Cereals,45.61,Local Market,National Average,All,2025-05-31
Wheat Flour,Cereals,37.4,Wholesale Market,National Average,All,2025-05-31
Wheat Flour,Cereals,41.83,Government Market,National Average,All,2025-05-31
Wheat Flour,Cereals,46.83,Local Market,National Average,All,2025-05-30
Wheat Flour,Cereals,39.44,Wholesale Market,National Average,All,2025-05-30
Wheat Flour,Cereals,42.72,Government Market,National Average,All,2025-05-30
Wheat Flour,Cereals,47.1,Local Market,National Average,All,2025-05-29
Wheat Flour,Cereals,38.34,Wholesale Market,National Average,All,2025-05-29
Wheat Flour,Cereals,43.59,Government Market,National Average,All,2025-05-29
Wheat Flour,Cereals,45.0,Local Market,National Average,All,2025-05-28
Wheat Flour,Cereals,37.15,Wholesale Market,National Average,All,2025-05-28
Wheat Flour,Cereals,41.38,Government Market,National Average,All,2025-05-28
Wheat Flour,Cereals,43.3,Local Market,National Average,All,2025-05-27
Wheat Flour,Cereals,35.66,Wholesale Market,National Average,All,2025-05-27
Wheat Flour,Cereals,40.15,Government Market,National Average,All,2025-05-27
Wheat Flour,Cereals,45.2,Local Market,National Average,All,2025-05-26
Wheat Flour,Cereals,36.33,Wholesale Market,National Average,All,2025-05-26
Wheat Flour,Cereals,41.07,Government Market,National Average,All,2025-05-26
Wheat Flour,Cereals,43.23,Local Market,National Average,All,2025-05-25
Wheat Flour,Cereals,35.27,Wholesale Market,National Average,All,2025-05-25
Wheat Flour,Cereals,39.06,Government Market,National Average,All,2025-05-25
Wheat Flour,Cereals,43.0,Local Market,National Average,All,2025-05-24
Wheat Flour,Cereals,35.37,Wholesale Market,National Average,All,2025-05-24
Wheat Flour,Cereals,39.38,Government Market,National Average,All,2025-05-24
Wheat Flour,Cereals,42.66,Local Market,National Average,All,2025-05-23
Wheat Flour,Cereals,34.98,Wholesale Market,National Average,All,2025-05-23
Wheat Flour,Cereals,38.11,Government Market,National Average,All,2025-05-23
Wheat Flour,Cereals,40.1,Local Market,National Average,All,2025-05-22
Wheat Flour,Cereals,33.12,Wholesale Market,National Average,All,2025-05-22
Wheat Flour,Cereals,37.27,Government Market,National Average,All,2025-05-22
Wheat Flour,Cereals,42.77,Local Market,National Average,All,2025-05-21
Wheat Flour,Cereals,35.12,Wholesale Market,National Average,All,2025-05-21
Wheat Flour,Cereals,38.7,Government Market,National Average,All,2025-05-21
Wheat Flour,Cereals,41.52,Local Market,National Average,All,2025-05-20
Wheat Flour,Cereals,34.3,Wholesale Market,National Average,All,2025-05-20
Wheat Flour,Cereals,37.93,Government Market,National Average,All,2025-05-20
Wheat Flour,Cereals,41.44,Local Market,National Average,All,2025-05-19
Wheat Flour,Cereals,34.83,Wholesale Market,National Average,All,2025-05-19
Wheat Flour,Cereals,38.04,Government Market,National Average,All,2025-05-19
Wheat Flour,Cereals,44.0,Local Market,National Average,All,2025-05-18
Wheat Flour,Cereals,35.37,Wholesale Market,National Average,All,2025-05-18
Wheat Flour,Cereals,38.69,Government Market,National Average,All,2025-05-18
Wheat Flour,Cereals,44.96,Local Market,National Average,All,2025-05-17
Wheat Flour,Cereals,36.32,Wholesale Market,National Average,All,2025-05-17
Wheat Flour,Cereals,40.16,Government Market,National Average,All,2025-05-17
Wheat Flour,Cereals,44.07,Local Market,National Average,All,2025-05-16
Wheat Flour,Cereals,35.35,Wholesale Market,National Average,All,2025-05-16
